patch,label,sequence,feature,tree,graph,codet5,plbart,unixcoder,graphcodebert,codebert
Developer_Jsoup_53_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_54_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_56_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_56_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_56_defects4j_patch5,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_57_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Jsoup_58_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_58_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_59_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_6_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_60_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_60_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_61_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_63_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_63_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_64_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_65_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_66_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_67_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_68_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_7_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_70_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_71_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_72_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_73_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_74_defects4j_patch1,0,0,0,1,0,0,1,0,0,0
Developer_Jsoup_75_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_77_defects4j_patch1,0,1,0,0,0,0,0,0,0,0
Developer_Jsoup_78_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_79_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_80_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_81_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_82_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_83_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_84_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_85_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_86_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_87_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_87_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_88_defects4j_patch1,0,0,0,0,1,0,0,0,0,0
Developer_Jsoup_89_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_90_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_91_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_92_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_92_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_92_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_92_defects4j_patch4,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_93_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_1_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_1_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_10_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_11_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_12_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_13_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_13_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_14_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_15_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_16_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_16_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_17_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_17_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_18_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_19_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_19_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_20_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_21_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_22_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_3_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_4_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_6_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_9_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JxPath_9_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_1_defects4j_patch2,0,0,1,0,1,1,0,0,1,0
Developer_Lang_10_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_11_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_12_defects4j_patch2,0,0,0,0,0,1,0,0,0,1
Developer_Lang_14_defects4j_patch2,0,0,0,1,0,0,0,1,0,0
Developer_Lang_15_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_16_defects4j_patch2,0,0,1,1,1,1,1,1,1,1
Developer_Lang_17_defects4j_patch2,0,1,0,1,1,0,1,1,1,0
Developer_Lang_18_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Lang_19_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_20_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Lang_21_defects4j_patch2,0,0,0,0,0,1,1,1,1,1
Developer_Lang_22_defects4j_patch2,0,0,1,1,1,1,1,1,1,0
Developer_Lang_24_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_26_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_27_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Lang_28_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_29_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Lang_3_defects4j_patch2,0,0,1,1,1,1,1,0,0,0
Developer_Lang_31_defects4j_patch2,0,0,1,1,0,1,1,0,1,1
Developer_Lang_32_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_33_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_34_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Lang_35_defects4j_patch2,0,0,0,0,0,0,1,0,0,0
Developer_Lang_36_defects4j_patch2,0,0,0,0,1,1,1,1,1,1
Developer_Lang_37_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_38_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_39_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Lang_4_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_40_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_41_defects4j_patch2,0,0,0,1,0,0,1,1,0,1
Developer_Lang_43_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Lang_44_defects4j_patch2,0,0,1,1,1,1,1,0,1,1
Developer_Lang_45_defects4j_patch2,0,1,1,1,1,1,0,0,0,0
Developer_Lang_46_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_47_defects4j_patch2,0,0,1,1,1,0,0,0,0,1
Developer_Lang_48_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_49_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Lang_5_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_50_defects4j_patch2,0,1,1,1,1,1,1,0,1,1
Developer_Lang_51_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Lang_52_defects4j_patch2,0,1,0,1,0,0,1,0,1,1
Developer_Lang_53_defects4j_patch2,0,0,1,1,1,0,0,0,1,1
Developer_Lang_54_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Lang_55_defects4j_patch2,0,1,1,0,1,1,1,0,1,1
Developer_Lang_58_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Lang_59_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Lang_6_defects4j_patch2,0,0,1,1,0,1,1,1,1,1
Developer_Lang_60_defects4j_patch2,0,0,1,1,0,0,0,0,0,0
Developer_Lang_61_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Lang_64_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Lang_65_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Lang_7_defects4j_patch2,0,1,1,0,1,1,1,1,1,1
Developer_Lang_8_defects4j_patch2,0,0,0,0,1,0,1,0,0,0
Developer_Lang_9_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_10_defects4j_patch2,0,1,0,0,1,1,0,0,0,1
Developer_Math_100_defects4j_patch2,0,0,0,0,0,0,1,0,0,0
Developer_Math_101_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_102_defects4j_patch2,0,1,0,0,0,0,0,0,0,1
Developer_Math_103_defects4j_patch2,0,0,0,1,0,1,1,0,1,1
Developer_Math_105_defects4j_patch2,0,0,0,1,0,0,1,0,1,0
Developer_Math_106_defects4j_patch2,0,0,0,0,0,1,0,0,0,0
Developer_Math_11_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_13_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_14_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Math_15_defects4j_patch2,0,1,1,1,0,1,0,1,1,1
Developer_Math_16_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Math_17_defects4j_patch2,0,0,0,0,0,0,1,0,0,0
Developer_Math_18_defects4j_patch2,0,0,1,0,1,0,0,0,0,1
Developer_Math_19_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_2_defects4j_patch2,0,0,0,1,1,0,0,0,0,0
Developer_Math_20_defects4j_patch2,0,0,0,0,0,1,1,1,1,0
Developer_Math_23_defects4j_patch2,0,1,0,0,0,1,1,1,1,1
Developer_Math_24_defects4j_patch2,0,1,0,0,0,1,1,1,1,1
Developer_Math_25_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_27_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_28_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_29_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Math_3_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_30_defects4j_patch2,0,0,0,0,0,1,1,1,1,1
Developer_Math_31_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Math_32_defects4j_patch2,0,1,1,1,0,1,1,0,1,0
Developer_Math_33_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_35_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_36_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_37_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_38_defects4j_patch2,0,0,0,0,1,0,1,1,1,1
Developer_Math_39_defects4j_patch2,0,1,0,0,0,1,0,0,1,0
Developer_Math_4_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_40_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_41_defects4j_patch2,0,1,0,1,0,0,1,1,1,1
Developer_Math_42_defects4j_patch2,0,0,0,0,1,0,1,0,0,0
Developer_Math_43_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_44_defects4j_patch2,0,1,1,1,0,1,0,1,1,1
Developer_Math_45_defects4j_patch2,0,1,0,0,0,0,1,0,1,1
Developer_Math_46_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_47_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Math_48_defects4j_patch2,0,0,0,0,0,0,0,0,1,0
Developer_Math_49_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_5_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_50_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_51_defects4j_patch2,0,0,0,1,1,0,1,0,0,0
Developer_Math_52_defects4j_patch2,0,1,1,1,1,0,0,0,0,0
Developer_Math_53_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_54_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_55_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_56_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Math_57_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_58_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_59_defects4j_patch2,0,0,0,1,1,1,1,1,1,1
Developer_Math_6_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_6_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Math_6_defects4j_patch4,0,0,0,0,0,0,0,0,1,0
Developer_Math_6_defects4j_patch5,0,0,0,1,0,0,0,0,0,0
Developer_Math_6_defects4j_patch6,0,1,0,0,0,0,0,0,0,0
Developer_Math_6_defects4j_patch7,0,0,0,1,0,0,1,0,1,0
Developer_Math_6_defects4j_patch8,0,0,0,0,0,0,0,0,0,0
Developer_Math_60_defects4j_patch2,0,0,0,1,1,0,0,0,1,1
Developer_Math_61_defects4j_patch2,0,0,1,0,0,0,1,0,0,0
Developer_Math_62_defects4j_patch2,0,1,1,1,1,1,1,0,1,1
Developer_Math_63_defects4j_patch2,0,0,1,1,1,0,1,0,1,1
Developer_Math_64_defects4j_patch2,0,1,1,0,0,0,0,0,0,0
Developer_Math_65_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_66_defects4j_patch2,0,0,0,1,0,1,1,1,0,0
Developer_Math_67_defects4j_patch2,0,0,0,1,1,0,0,0,0,1
Developer_Math_68_defects4j_patch2,0,1,1,0,1,0,1,0,1,0
Developer_Math_69_defects4j_patch2,0,1,0,1,0,0,0,0,0,0
Developer_Math_7_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Math_71_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_72_defects4j_patch2,0,1,1,0,0,0,0,0,1,0
Developer_Math_73_defects4j_patch2,0,1,1,0,1,1,1,1,1,1
Developer_Math_74_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_75_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_77_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_78_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_79_defects4j_patch2,0,1,0,1,0,1,1,1,1,1
Developer_Math_8_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_80_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_81_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_82_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Math_83_defects4j_patch2,0,0,1,1,1,0,0,0,0,0
Developer_Math_84_defects4j_patch2,0,0,1,1,1,1,1,1,1,1
Developer_Math_85_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Math_87_defects4j_patch2,0,1,1,1,0,1,0,1,1,1
Developer_Math_88_defects4j_patch2,0,1,1,1,1,1,1,0,1,1
Developer_Math_89_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_9_defects4j_patch2,0,0,0,0,0,0,0,0,0,1
Developer_Math_90_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_91_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Math_92_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Math_93_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Math_94_defects4j_patch2,0,1,1,1,0,1,0,0,0,0
Developer_Math_95_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Math_96_defects4j_patch2,0,0,1,0,1,1,1,1,1,1
Developer_Math_97_defects4j_patch2,0,1,1,1,1,1,1,0,1,1
Developer_Math_98_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Math_98_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Math_99_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Mockito_1_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_10_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_12_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_13_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_14_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_14_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_15_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_16_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_16_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_17_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_17_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_18_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_19_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_19_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_19_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_19_defects4j_patch4,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_2_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Mockito_20_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_21_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_22_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_23_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_24_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_25_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_27_defects4j_patch1,0,0,0,0,0,0,0,1,0,0
Developer_Mockito_28_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_29_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_3_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_30_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_30_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_31_defects4j_patch1,0,0,0,0,0,1,0,0,0,0
Developer_Mockito_32_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_33_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_34_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_35_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_36_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_37_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_38_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Mockito_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_7_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Mockito_9_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Time_1_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Time_1_defects4j_patch3,0,1,0,1,0,0,0,1,0,1
Developer_Time_10_defects4j_patch2,0,0,0,0,0,0,0,1,1,0
Developer_Time_12_defects4j_patch2,0,1,0,1,1,0,0,0,0,0
Developer_Time_12_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Time_13_defects4j_patch2,0,0,0,0,0,0,0,0,1,1
Developer_Time_14_defects4j_patch2,0,1,1,1,1,1,0,1,1,1
Developer_Time_15_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Time_16_defects4j_patch2,0,1,1,0,0,1,1,1,1,1
Developer_Time_17_defects4j_patch2,0,0,1,1,1,0,1,1,1,1
Developer_Time_18_defects4j_patch2,0,0,0,1,0,1,0,0,0,0
Developer_Time_2_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Time_22_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Time_23_defects4j_patch2,0,0,0,0,0,1,0,1,1,0
Developer_Time_24_defects4j_patch2,0,0,1,1,0,0,0,0,0,0
Developer_Time_25_defects4j_patch2,0,0,0,1,1,0,0,0,0,0
Developer_Time_27_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Time_3_defects4j_patch2,0,0,0,1,0,0,0,0,0,1
Developer_Time_4_defects4j_patch2,0,1,0,0,1,1,0,1,1,1
Developer_Time_5_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Time_6_defects4j_patch2,0,0,0,0,0,1,1,0,0,0
Developer_Time_7_defects4j_patch2,0,1,0,0,0,1,1,1,1,1
Developer_Time_8_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Time_9_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
DynaMoth_Math_50_defects4j_patch1,0,0,1,0,0,1,1,0,0,1
Elixir_Chart_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Elixir_Lang_24_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Elixir_Lang_26_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Elixir_Lang_33_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Elixir_Lang_38_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Elixir_Lang_57_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Elixir_Time_15_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
FixMiner_Chart_19_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
FixMiner_Chart_24_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
FixMiner_Chart_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
GenProg_Closure_126_defects4j_patch1,0,0,1,1,1,1,1,1,1,1
HDRepair_Lang_57_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
HDRepair_Math_22_defects4j_patch3,0,0,0,0,1,0,0,0,0,0
HDRepair_Math_22_defects4j_patch7,0,0,0,0,1,0,0,0,0,0
HDRepair_Math_34_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
HDRepair_Math_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
HDRepair_Math_70_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
HDRepair_Time_19_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
JGenProg2015_Math_53_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Jaid_Chart_24_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Jaid_Chart_24_defects4j_patch5,0,1,0,0,1,0,0,0,0,0
Jaid_Chart_26_defects4j_patch7,0,0,0,0,0,0,0,0,0,0
Jaid_Chart_26_defects4j_patch8,0,0,0,1,0,0,0,0,0,0
Jaid_Chart_26_defects4j_patch9,0,0,0,1,0,0,0,0,0,0
Jaid_Chart_9_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Jaid_Chart_9_defects4j_patch3,0,0,0,1,0,0,0,0,0,0
Jaid_Closure_18_defects4j_patch1,0,0,1,1,1,0,0,0,0,0
Jaid_Closure_31_defects4j_patch1,0,0,0,1,0,1,0,0,0,0
Jaid_Closure_33_defects4j_patch1,0,1,1,1,1,1,1,1,1,1
Jaid_Closure_62_defects4j_patch1,0,1,1,1,1,1,1,1,0,1
Jaid_Lang_33_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Jaid_Lang_33_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Jaid_Lang_38_defects4j_patch10,0,0,0,0,0,0,0,0,0,0
Jaid_Lang_38_defects4j_patch8,0,0,0,0,0,0,0,0,0,0
Jaid_Lang_38_defects4j_patch9,0,0,0,0,0,0,0,0,0,0
Jaid_Lang_45_defects4j_patch1,0,0,1,1,1,1,0,1,1,1
Jaid_Lang_51_defects4j_patch10,0,0,1,1,1,1,1,1,1,1
Jaid_Lang_51_defects4j_patch12,0,0,1,1,1,1,1,1,1,1
Jaid_Lang_51_defects4j_patch13,0,0,1,1,1,1,1,1,1,1
Jaid_Lang_51_defects4j_patch8,0,0,1,1,1,1,1,1,1,1
Jaid_Lang_51_defects4j_patch9,0,1,1,1,0,1,1,1,1,1
Jaid_Lang_55_defects4j_patch2,0,1,1,0,1,1,1,0,1,1
Jaid_Math_32_defects4j_patch1,0,0,1,1,0,1,1,1,1,1
Jaid_Math_5_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Jaid_Math_5_defects4j_patch8,0,0,0,0,0,0,0,0,0,0
Jaid_Math_5_defects4j_patch9,0,0,0,0,0,0,0,0,0,0
Jaid_Math_50_defects4j_patch1,0,0,0,0,0,1,1,1,0,1
Jaid_Math_53_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Jaid_Math_53_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Jaid_Math_80_defects4j_patch1,0,1,1,1,1,1,1,1,1,1
Jaid_Math_80_defects4j_patch3,0,1,1,1,0,1,1,1,1,1
KaliA_Closure_115_defects4j_patch1,0,0,0,0,1,0,0,0,0,0
